"","logFC","logCPM","PValue","FDR","significant"
"AMD2",-0.272495023195944,5.57335028108166,0.239607797950603,0.554753423122398,"No"
"MF(ALPHA)2",-0.372364152045451,3.49675619643902,0.239645872147533,0.554753423122398,"No"
"RHB1",0.276823165810261,5.25736167456863,0.239734806048604,0.554753423122398,"No"
"NUD1",0.266383096193306,5.88885564908986,0.239832576630826,0.554753423122398,"No"
"CAP2",0.248714022081505,7.54112443103232,0.240146129592191,0.555230716588373,"No"
"CIA1",0.268300108920466,5.83480572584144,0.240267582201803,0.55526363597641,"No"
"VPS64",-0.275845331995248,5.44133761474645,0.240600768495275,0.555785628919282,"No"
"SER3",0.251544837270481,7.07013173472589,0.240971802956184,0.556394546370966,"No"
"GZF3",-0.256693576952072,6.54834934027669,0.241229819354601,0.556628264126152,"No"
"GLC8",-0.251783633316943,7.02548242687972,0.241287980877237,0.556628264126152,"No"
"SLX5",-0.26472591105324,6.06053551873126,0.241456986828344,0.55669671567772,"No"
"TBS1",0.2694213770314,5.78499451593925,0.241675718353066,0.55669671567772,"No"
"LSO2",-0.268089206017006,5.74549286963081,0.241698465857864,0.55669671567772,"No"
"ICL2",0.25144467587987,7.03193267214213,0.241747617987872,0.55669671567772,"No"
"ARP4",-0.253360636405458,6.77192856500821,0.242692628824451,0.558624499858591,"No"
"TOF2",-0.26589570352077,5.88017208779497,0.242949951897024,0.558968370002083,"No"
"ERT1",-0.313984506230527,4.36329877910974,0.243240477264317,0.559388291186456,"No"
"ENT1",-0.258367367311243,6.28702413900836,0.243641912172418,0.55988951821778,"No"
"RPS3",0.239651965843573,10.2183699094441,0.243674642607236,0.55988951821778,"No"
"PCL7",0.248906951501677,7.173550956874,0.244434464404329,0.561386293192914,"No"
"ATG10",0.313693468177711,4.26628176181926,0.245144508184351,0.562516248522114,"No"
"MST27",0.290264522661945,4.76083845740066,0.245233225832341,0.562516248522114,"No"
"HRD1",-0.255536801025639,6.56224223255821,0.245252305302748,0.562516248522114,"No"
"ZDS2",-0.27144061416845,5.40690919929586,0.245396760874655,0.562598417250925,"No"
"PSF2",0.268532549550148,5.48106946255565,0.24582043825843,0.563320375991332,"No"
"YCK2",-0.247069272261337,7.32166155190692,0.245990088924011,0.563420652834814,"No"
"IDI1",0.243807732743402,7.87564109853589,0.246187951957274,0.563420652834814,"No"
"COX15",0.245852820480735,7.49051777529747,0.246190565237533,0.563420652834814,"No"
"SNF12",-0.272808880992028,5.50599299044093,0.246328328846653,0.563486932463258,"No"
"WHI3",0.249522817233068,6.95445874484115,0.246622041691076,0.563871499618069,"No"
"BUL1",-0.263806061435187,5.82137172401207,0.246789075608161,0.563871499618069,"No"
"RPS24A",0.238612500155788,9.71912054568829,0.246823071950987,0.563871499618069,"No"
"NDT80",0.262132121608848,5.87698119576647,0.247021801886246,0.564076680762287,"No"
"SCY1",0.269868480240395,5.59929664148726,0.247134420878258,0.5640851325379,"No"
"UGA1",0.244487774469805,7.6007917213919,0.247590629522795,0.564846231305794,"No"
"RIM13",-0.279863854752246,4.9524435110897,0.247685999477787,0.564846231305794,"No"
"MRS2",-0.295758578127846,4.65008813733837,0.247997746082063,0.565308242499561,"No"
"YPT32",-0.259696939803418,5.98563174063054,0.248264887120539,0.565448487914668,"No"
"LCL1",-0.31412368019065,4.10967053927234,0.248277633040733,0.565448487914668,"No"
"ARO7",-0.286373598009392,4.85049161723728,0.248699195830657,0.565961435289204,"No"
"VAM3",-0.29783247521956,4.69780685885151,0.248921696032897,0.565961435289204,"No"
"NIF3",0.248576596555161,6.88595132765974,0.248995448167655,0.565961435289204,"No"
"VMA6",0.243832523000142,7.58495273334465,0.249035986628665,0.565961435289204,"No"
"ERV15",0.267750080937125,5.5385664825723,0.249049258741861,0.565961435289204,"No"
"YAP6",-0.278332913178104,5.1195015538446,0.249544784311541,0.566742408988137,"No"
"DBP8",0.271172520967656,5.26415489510721,0.249673371290575,0.566742408988137,"No"
"CUL3",-0.270174591492219,5.51745936413546,0.249721215931826,0.566742408988137,"No"
"PRP46",-0.26841280134318,5.54196624822498,0.250161295347684,0.567416826395218,"No"
"PFY1",0.237936612520188,9.06999107448286,0.250292039331798,0.567416826395218,"No"
"YML6",-0.255928345382054,6.22439583666297,0.250347064744753,0.567416826395218,"No"
"RFC1",-0.254993456411865,6.23945878480544,0.250605170335495,0.567753358341002,"No"
"SPT2",-0.269305890601329,5.52126133783643,0.250848468155207,0.56805606321636,"No"
"ECM34",0.270490312477796,5.26868822978785,0.250994931377641,0.568139313638463,"No"
"CSS3",0.265336434643701,5.65405882127018,0.251128893724407,0.568194207338884,"No"
"VPS72",-0.25449217363598,6.24176523146565,0.25131509443592,0.568367193922981,"No"
"STE5",-0.256172623537114,6.01422252008784,0.251892034563399,0.569018351658148,"No"
"CAF130",0.270800460954182,5.32642519527787,0.251998238348371,0.569018351658148,"No"
"PPH21",0.241625195697056,7.70321663512365,0.252106045558129,0.569018351658148,"No"
"YNG2",-0.260737634826967,5.92960294464575,0.252108634796865,0.569018351658148,"No"
"CCT6",-0.241467803049408,7.73398608779874,0.252152368614684,0.569018351658148,"No"
"NAT1",-0.249764656665391,6.67221198351444,0.252454621222303,0.56928440491267,"No"
"CHL4",0.261354906798666,5.68151636785539,0.252527423740972,0.56928440491267,"No"
"MCM6",-0.258444376537066,5.85939214271689,0.252655132579971,0.56928440491267,"No"
"MSB4",-0.253700565041351,6.32881097777857,0.25272432878186,0.56928440491267,"No"
"EGD2",0.236472478073713,9.17160547018993,0.252819874743993,0.56928440491267,"No"
"CBS1",0.299322581178633,4.53840609362803,0.253170804220154,0.569826855739321,"No"
"NOP13",0.271352744643963,5.4353988396699,0.253788665772034,0.570969374471487,"No"
"TUM1",0.244870170584402,7.05110017044285,0.254029850021868,0.571257449083014,"No"
"GUK1",0.239306775847931,7.97752078174408,0.254137316603063,0.571257449083014,"No"
"RPS4A",0.234620643813229,9.9119907179935,0.254342509473384,0.571470653606357,"No"
"OAR1",0.588938907832569,1.68057855417459,0.254598204816551,0.571599557958017,"No"
"PFA5",0.24938975008201,6.41309785705561,0.254620617920283,0.571599557958017,"No"
"MDM20",-0.283819993844636,4.83534439948734,0.254854316681088,0.571876302465924,"No"
"RPB11",0.247864232596919,6.63756426244742,0.255030644401367,0.572024126182191,"No"
"NPP2",-0.252406230768637,6.24063175097011,0.255348857615464,0.572489927961251,"No"
"GIS4",-0.277520618408155,5.07888013448043,0.255754250566923,0.573150698263131,"No"
"PRP19",0.257941697963631,5.90636887110125,0.255923275737597,0.57328142086722,"No"
"ACL4",-0.253954781619449,6.10934756328305,0.25635929273995,0.573599565530979,"No"
"RMP1",-0.291250939671842,4.72443223906175,0.256388491049147,0.573599565530979,"No"
"NSP1",-0.247897595290425,6.7364966440284,0.256397565978802,0.573599565530979,"No"
"INP1",-0.270215387297243,5.17602634388241,0.25720972216401,0.575168027239814,"No"
"SPC29",-0.325546357326598,3.80788143108281,0.257531658527824,0.575354504575507,"No"
"DGK1",0.247563185870147,6.54426123195551,0.257568424303816,0.575354504575507,"No"
"BLS1",0.318706422852814,4.07745067665373,0.25765897356786,0.575354504575507,"No"
"IRR1",-0.256414148020354,6.05013187308598,0.257848374234083,0.575354504575507,"No"
"SEC66",0.246781069296723,6.52161969667057,0.257848581795666,0.575354504575507,"No"
"TRM44",-0.270877203460236,5.29608234876099,0.258869408063884,0.577202587483175,"No"
"TPM2",-0.248732031874392,6.36203746373046,0.258901729265216,0.577202587483175,"No"
"MRPL9",-0.24777761673629,6.57240487030281,0.259021423738872,0.577202587483175,"No"
"MDM30",-0.256006301650452,5.89787607516375,0.259224894769033,0.577202587483175,"No"
"NMD4",0.272375145435735,5.02492875411955,0.259309323638751,0.577202587483175,"No"
"BAT2",0.241609472952228,7.10598930117238,0.259591389189994,0.577202587483175,"No"
"RCN1",-0.270280655484082,5.15419242105584,0.259605527556224,0.577202587483175,"No"
"APP1",-0.244824583124736,6.72751529006284,0.25975121334124,0.577202587483175,"No"
"SAW1",-0.271982963273138,5.27149689683112,0.259807675910897,0.577202587483175,"No"
"PRE5",0.238296864742787,7.578063424258,0.260048725933666,0.577202587483175,"No"
"CMC4",0.254533050026601,5.97181621204685,0.260095087294476,0.577202587483175,"No"
"THI73",0.255613522158188,5.90197517672969,0.260114417083039,0.577202587483175,"No"
"PPH22",0.24803620918161,6.468378940684,0.260125668890853,0.577202587483175,"No"
"CPD1",0.271565002382915,5.0302782954041,0.260851111103398,0.578421495533661,"No"
"COG5",0.259745681103629,5.45933121972354,0.260898361376063,0.578421495533661,"No"
"YVH1",0.271725706164463,5.06461198411196,0.261281943966729,0.579024042705901,"No"
"VRL1",0.254166838246849,5.86946781079438,0.261485389566966,0.579227045580547,"No"
"FSH3",0.265443230632946,5.33290115122637,0.261800163280982,0.57967637692698,"No"
"MLC1",0.241919519194176,6.90277792588029,0.262257983149682,0.580441920825728,"No"
"ATG27",0.239636042744149,7.16983415601965,0.262572305003938,0.580643266626015,"No"
"TRE2",-0.246810046069067,6.36099485570051,0.262712945072835,0.580643266626015,"No"
"SET6",0.255634889008937,5.81467326068991,0.262719426014775,0.580643266626015,"No"
"GAS5",0.232760584725375,8.63958754844418,0.262797415904881,0.580643266626015,"No"
"PSF3",0.260464069757447,5.5627342860416,0.263122970616214,0.581114654508049,"No"
"SFM1",0.245463680820891,6.50247101277621,0.263423730687806,0.58147186101095,"No"
"NSE5",0.248869243177093,6.23787367827265,0.26356840809402,0.58147186101095,"No"
"CIM1",-0.284910916964113,4.75057547804504,0.263768290910587,0.58147186101095,"No"
"QDR1",-0.268893156320232,5.28497711145502,0.26377144081808,0.58147186101095,"No"
"DCR2",-0.253536921765679,5.839807037823,0.263846084837948,0.58147186101095,"No"
"SLM4",0.245130403467649,6.57662586337206,0.264068245188886,0.581713926768711,"No"
"NUP82",0.249588670255802,6.08674425187577,0.264417907857035,0.581799817324902,"No"
"RFA1",-0.240947768942568,6.86009492593177,0.264426618111401,0.581799817324902,"No"
"LAA1",0.255314311202814,5.70006829331717,0.264444249851867,0.581799817324902,"No"
"VAN1",-0.238520806692485,7.17403798155246,0.264815570656844,0.582178521035891,"No"
"MSO1",-0.257980291968087,5.63781154016717,0.264873336254338,0.582178521035891,"No"
"TOA1",-0.247245657250606,6.24297484034051,0.264999238571333,0.582178521035891,"No"
"NGK1",0.284421748662002,4.71497708533664,0.265116156931577,0.582178521035891,"No"
"SKS1",-0.239464451841781,7.02625853502773,0.265178438139345,0.582178521035891,"No"
"HLJ1",-0.256914882745925,5.59343796284435,0.265536114313028,0.582471746304122,"No"
"MPC54",-0.324487312000568,3.76371126409767,0.265661515923061,0.582471746304122,"No"
"PRM8",-0.244697541594337,6.4109717443342,0.265666244665371,0.582471746304122,"No"
"MPC2",0.231614486912365,8.53351537481274,0.265761872275852,0.582471746304122,"No"
"SIP5",-0.252094515599562,5.90228014086574,0.266160521567904,0.583098706091445,"No"
"PIH1",-0.273889004033848,4.87747595570657,0.266865071217591,0.583934804532666,"No"
"CTM1",0.291060998036297,4.54210811286192,0.266960054754582,0.583934804532666,"No"
"UTP11",0.278214505758262,4.91346649215886,0.267234330580711,0.583934804532666,"No"
"RPL26A",0.229906699847793,8.91209968251806,0.267327300891613,0.583934804532666,"No"
"OMS1",-0.256811460304662,5.57712104508585,0.267528273909271,0.583934804532666,"No"
"ZTA1",-0.237380904894854,7.1435881872095,0.267563278001749,0.583934804532666,"No"
"UPC2",0.299871763790011,4.23870696560823,0.267569140217358,0.583934804532666,"No"
"BMS1",-0.249715051825155,5.98020671293064,0.267569902255387,0.583934804532666,"No"
"MLF3",-0.233949062219377,7.7013846658937,0.267591284888637,0.583934804532666,"No"
"HTD2",0.248182066856037,5.99796496189464,0.267691172707907,0.583934804532666,"No"
"DPB3",0.254636750168617,5.75284421294487,0.267782421464584,0.583934804532666,"No"
"PRE4",0.232565726461572,7.94699452642467,0.268050468818333,0.584220606957732,"No"
"HIS2",-0.249109339119287,6.08394753275798,0.268252573424803,0.584220606957732,"No"
"RAD16",-0.281226267094899,4.68104754730613,0.268437263938568,0.584220606957732,"No"
"PSD2",-0.242456792895125,6.47011927571956,0.268533225093833,0.584220606957732,"No"
"NNK1",-0.242540419554315,6.57974838229018,0.26857712626297,0.584220606957732,"No"
"YCT1",0.232024020699274,8.01372227432437,0.268596380183209,0.584220606957732,"No"
"RPS19B",0.227917056079155,9.66475315091593,0.268786514976254,0.584220606957732,"No"
"NUP188",0.245283979761774,6.29901547296362,0.268818639928893,0.584220606957732,"No"
"RBD2",0.232230444466914,7.90861975100867,0.269083341243353,0.584220606957732,"No"
"CMI7",-0.245986072312166,6.22680423425206,0.269105329613591,0.584220606957732,"No"
"RTT107",-0.256010225974532,5.69439485480429,0.269359774367623,0.584220606957732,"No"
"GPB2",-0.240731544412314,6.74713197093198,0.269480671983088,0.584220606957732,"No"
"GAG1",0.253003131723935,5.7167527393827,0.269491780397766,0.584220606957732,"No"
"AIR1",0.289764626447301,4.40453433069713,0.269599098590245,0.584220606957732,"No"
"PTR2",-0.277084245534552,4.8107896464612,0.269605570694918,0.584220606957732,"No"
"NOP2",-0.241638568275145,6.4740485285717,0.269765817252495,0.584323365767743,"No"
"UBC9",0.247888091546787,6.13723437638265,0.270092988534205,0.58478745301783,"No"
"ATG4",0.260401724795156,5.30662410713968,0.270321438681538,0.585037497255197,"No"
"EUG1",0.26759425284664,5.16049522805506,0.270706667175366,0.585405823726133,"No"
"ORC3",0.275117739271912,4.73144883144705,0.270717696046358,0.585405823726133,"No"
"CUE2",0.257181626483171,5.61175578781911,0.270937263886249,0.58563609752374,"No"
"TMN3",-0.247422500060594,6.04230118652896,0.2711963010128,0.585878986118668,"No"
"TIM17",0.232822642009589,7.57022340821855,0.271275885057456,0.585878986118668,"No"
"EST1",-0.254544948377508,5.70111464250527,0.271394903030809,0.585891706042752,"No"
"RPN3",0.230168336040566,8.07262978340119,0.271964839462044,0.586640210459057,"No"
"FYV10",0.251026343830747,5.82545785040091,0.271968168625641,0.586640210459057,"No"
"LEU5",-0.255762088086558,5.4213156545137,0.272203521572792,0.586903429735841,"No"
"YGP1",-0.224853926405592,11.5040111700742,0.272396466645461,0.587075031525944,"No"
"NTH1",-0.229547416507117,8.16587214631857,0.272564967916526,0.587131718718207,"No"
"COX19",-0.273213757150726,5.00493683062595,0.27264950444435,0.587131718718207,"No"
"MUM3",0.329116560436332,3.63261964154028,0.272985345650892,0.587389401578864,"No"
"ATX2",0.245470944051336,6.09822914477634,0.272996001081353,0.587389401578864,"No"
"MRPL39",-0.241673347274332,6.39556986402637,0.273196497356642,0.587420340887932,"No"
"CHS5",-0.231571834232088,7.63156645892624,0.273237227495468,0.587420340887932,"No"
"SLD7",-0.294504464764768,4.37184767076536,0.273647092724322,0.588057383078533,"No"
"SLM2",-0.252079393836524,5.59887341050227,0.274076721437217,0.588736350196328,"No"
"RSM10",0.238257264373768,6.64360887376911,0.274384447676826,0.588923005333632,"No"
"PEX31",0.264854788167469,5.11079111575947,0.274703653628121,0.588923005333632,"No"
"TUB2",0.227158008337959,8.5973201413237,0.274707151593787,0.588923005333632,"No"
"ECM10",-0.256015559101639,5.45742243727737,0.27471466078429,0.588923005333632,"No"
"POB3",-0.234729686021651,7.02963541420699,0.274732183990356,0.588923005333632,"No"
"CCP1",0.227771464223438,8.35269384726716,0.274926673499928,0.589059962325461,"No"
"PUS1",-0.247476509979942,5.95097246438405,0.275044885911124,0.589059962325461,"No"
"PRM7",-0.340918200115034,3.5498853449582,0.275137294625466,0.589059962325461,"No"
"UTP22",0.238501914746462,6.54137403221324,0.275351277147051,0.589099642061446,"No"
"DCV1",-0.343446897474031,3.36791946313736,0.275522864758012,0.589099642061446,"No"
"MRPL27",-0.258153061653141,5.35265569985133,0.275598412585399,0.589099642061446,"No"
"CDC1",-0.237261440231556,6.75604867712229,0.275610819215077,0.589099642061446,"No"
"PRO2",-0.23181751249508,7.36943202779594,0.27583838777257,0.589342826020685,"No"
"NOC4",0.243066759704725,6.26419779020618,0.276312572403159,0.589788341951126,"No"
"HO",-0.24262820877145,6.30817992098609,0.276353994592434,0.589788341951126,"No"
"MIY2",0.264739986506609,5.17987927392407,0.276388551055297,0.589788341951126,"No"
"ERP3",0.244641900429259,6.04498801888836,0.27686433941463,0.590153829079494,"No"
"UTR5",0.548089446700567,1.78553942281002,0.27693312018124,0.590153829079494,"No"
"ARE2",-0.238221192698626,6.54664487147048,0.277120107564758,0.590153829079494,"No"
"RPL33A",0.224109840765549,9.49345596925908,0.277366633155272,0.590153829079494,"No"
"BIR1",-0.248998665190618,5.67924007663655,0.277410157018013,0.590153829079494,"No"
"RRN6",-0.264686307200723,5.08923488322197,0.277556510158109,0.590153829079494,"No"
"LHS1",-0.245691185399497,5.95940525170832,0.277641508744891,0.590153829079494,"No"
"RSC3",0.24597121806411,5.99384176954077,0.277659106009494,0.590153829079494,"No"
"CDC55",0.237574240389401,6.67641764881611,0.277681122855202,0.590153829079494,"No"
"WBP1",0.226591667875869,8.31232106322249,0.277699339924064,0.590153829079494,"No"
"JEM1",-0.253432449045005,5.4692799350963,0.278270564394314,0.591125206315895,"No"
"CMR1",-0.295876190459736,4.09965247940717,0.278610060613183,0.591603732642753,"No"
"RHO4",0.263008770538369,5.15801839785782,0.279162207308308,0.592533226085954,"No"
"SVL3",-0.234906298787809,6.82985768685003,0.279598256720237,0.593165026688615,"No"
"CDC34",0.234958433809095,6.73741346191097,0.279749807613162,0.593165026688615,"No"
"POS5",0.233975574897079,6.70512749927785,0.279803467889609,0.593165026688615,"No"
"SAT4",-0.232046482060917,7.04292361978087,0.280067965154725,0.593482811594239,"No"
"CSM1",0.26074641993734,5.03020270279429,0.280468480026323,0.593920241867862,"No"
"PRE10",0.226534269584434,7.96766873204282,0.280503748138403,0.593920241867862,"No"
"NKP1",0.254547707311314,5.28434420598133,0.28064629076561,0.59397921531471,"No"
"RIM20",-0.24057628396726,6.12450777838253,0.280817947784128,0.594099735120099,"No"
"GLE2",0.241612622859665,6.00608758986764,0.281024428308204,0.594293799186684,"No"
"CAR1",-0.243532763995164,5.85801007760964,0.281273690019359,0.594578139024597,"No"
"GPI14",0.23959505822765,6.14335676110011,0.281557758572203,0.594911978582753,"No"
"MSS1",-0.250318464688756,5.4274374660613,0.281858565831887,0.594911978582753,"No"
"HDA3",-0.251889281750084,5.40088645529179,0.281884012237757,0.594911978582753,"No"
"DBF20",-0.243733335399055,5.955217828258,0.281984356932304,0.594911978582753,"No"
"MMM1",-0.263496851030872,5.07123169316092,0.282027247380812,0.594911978582753,"No"
"ARO4",-0.222125543591088,9.3519283680813,0.282120837883615,0.594911978582753,"No"
"NPL3",-0.229547222904963,7.23606375617756,0.282391693875319,0.595240774350946,"No"
"GWT1",0.234990177908325,6.6695488157393,0.282604720989982,0.595447457285238,"No"
"CCZ1",-0.286353443577531,4.40514376057278,0.282844441418291,0.595556346192961,"No"
"MAD1",-0.249450758359793,5.43148392384324,0.283070493249578,0.595556346192961,"No"
"MHF1",0.238964627226513,6.14828488203613,0.283091206354257,0.595556346192961,"No"
"RPF2",0.2551803193254,5.40468014789076,0.283116378514592,0.595556346192961,"No"
"DUG3",0.268263150330705,4.77671167340622,0.283578838870539,0.595871823867275,"No"
"CBP1",-0.260672404598557,4.93560788163501,0.283611516862876,0.595871823867275,"No"
"PNT1",-0.260672404598557,4.93560788163501,0.283611516862876,0.595871823867275,"No"
"ABZ2",0.237384304777046,6.19907787410483,0.28442079605249,0.597329806470336,"No"
"GPR1",-0.231824823423497,6.70944092462049,0.284615142181826,0.597495671406436,"No"
"DCS1",0.226661295739367,7.51203427794185,0.284874577646851,0.597797989316468,"No"
"TMA7",0.225022453844659,7.77100363483834,0.285568626257627,0.598961294487042,"No"
"SLK19",-0.250805538186162,5.38639923761538,0.285660242784899,0.598961294487042,"No"
"LTV1",0.252605458909394,5.33063796634303,0.285837122163818,0.599089621888471,"No"
"NSR1",0.227161105508256,7.31773409193502,0.286255878605692,0.599724593567507,"No"
"ATP11",-0.236770461748887,6.2373032176817,0.286466587917608,0.599923355772459,"No"
"ARC18",0.22416058279949,7.83855101630908,0.286764152558882,0.600104503069389,"No"
"DST1",-0.243118017941911,5.87442936869628,0.286784832032581,0.600104503069389,"No"
"IPK1",0.261465922870026,4.94771614248238,0.286901428278381,0.600106016580669,"No"
"KRE29",0.287782982568349,4.31082023363116,0.28724509439793,0.600341195610243,"No"
"SPT6",-0.229698940347932,6.90809634269851,0.287245700467693,0.600341195610243,"No"
"YPK3",-0.242142469361511,5.93545244594493,0.287371389422848,0.600361607834179,"No"
"OPI1",-0.231334899738637,6.8245219442341,0.287571814431416,0.600538075379156,"No"
"UTP5",-0.234410599877259,6.27153196084428,0.287717379349839,0.600599882165584,"No"
"RRP12",0.231708287321897,6.51958914489491,0.288036717102512,0.600802824999647,"No"
"SMD1",0.252431979841227,5.39431460471738,0.288147452766529,0.600802824999647,"No"
"SPT20",-0.244778492794096,5.59892926086092,0.288268525932719,0.600802824999647,"No"
"SHU2",0.251935418966622,5.36706148833823,0.288278629102939,0.600802824999647,"No"
"NOC3",0.250324637254062,5.28207065373222,0.288685537727743,0.601175369979006,"No"
"BNA3",0.222626607170682,7.98910018588733,0.288715519016057,0.601175369979006,"No"
"BRR2",-0.250245874599701,5.50232724860221,0.28880562280513,0.601175369979006,"No"
"ACP1",0.219621402770754,8.89998901408011,0.289389861365682,0.601892804553969,"No"
"PAU17",0.286687874084796,4.26157800765691,0.289620219227786,0.601892804553969,"No"
"TGL3",-0.234397215107592,6.29389571849168,0.28972110956034,0.601892804553969,"No"
"EDC3",-0.231257472439724,6.66980775758078,0.289817169712987,0.601892804553969,"No"
"RPL7A",0.217984147263595,9.80177377574796,0.2898429866708,0.601892804553969,"No"
"ASG1",-0.233705953204791,6.43440340907639,0.28994959274106,0.601892804553969,"No"
"PSY2",-0.249422372871288,5.50616933160458,0.289963805244671,0.601892804553969,"No"
"HXT9",0.444230971648699,2.10236813205702,0.290234772948488,0.602079407789113,"No"
"DBP9",0.237431684803867,6.12092801729221,0.290319229147285,0.602079407789113,"No"
"YPT7",0.223098963195342,7.70304783649749,0.290411356314092,0.602079407789113,"No"
"DAL82",-0.250820687304743,5.19767333388821,0.290518717911758,0.602079407789113,"No"
"SMC6",-0.256661067690861,5.10202050146811,0.291049984445689,0.60293914777769,"No"
"NOG2",-0.247113373781115,5.46144599970075,0.291479905783036,0.603464499423998,"No"
"ITT1",0.252258310966879,5.23416557501645,0.29172419716198,0.603464499423998,"No"
"NST1",-0.225359458191869,7.19747488081416,0.291856226704093,0.603464499423998,"No"
"SEC13",0.222547465205546,7.67853051493839,0.291867060205397,0.603464499423998,"No"
"ENT4",-0.29522679238835,4.01603915571547,0.291942342848656,0.603464499423998,"No"
"SET3",-0.246404650403791,5.53839175480909,0.292080565220657,0.603464499423998,"No"
"MIP6",-0.380587807333761,2.82061510655463,0.292361422998167,0.603464499423998,"No"
"NPL6",-0.240414454748094,5.87296615029735,0.292411158665509,0.603464499423998,"No"
"CBF2",-0.251122253116722,5.32474338532998,0.292455646887561,0.603464499423998,"No"
"PMP3",0.216170305296945,10.4989599624194,0.292468795820474,0.603464499423998,"No"
"AIM9",-0.228495402131494,6.7673562474047,0.292704402654919,0.603553938982437,"No"
"SQT1",0.226019122299848,7.04234719782766,0.292745220066399,0.603553938982437,"No"
"CAT5",0.242617096831053,5.7942564079914,0.293128459323394,0.604103577730146,"No"
"MCM2",-0.244265915508953,5.61855678065529,0.293693083020624,0.604673656030051,"No"
"HEK2",-0.229355742520683,6.67067887231453,0.293741860622198,0.604673656030051,"No"
"ISR1",0.235457325947029,6.01146260469482,0.293814606656102,0.604673656030051,"No"
"RRI2",0.247915197829938,5.29989727895462,0.293984281236181,0.604673656030051,"No"
"DIN7",0.254630693594611,5.11071856387279,0.294024040415282,0.604673656030051,"No"
"PEX13",-0.24376127901498,5.68774993901534,0.294119442053061,0.604673656030051,"No"
"ICP55",-0.253620628476778,5.27163025763953,0.294222362076796,0.604673656030051,"No"
"SSL2",-0.227729411660916,6.69610423294354,0.294573736758941,0.605155645646392,"No"
"MTE1",-0.240778936829389,5.73430397352232,0.294712146004168,0.605199922345594,"No"
"FAR1",0.241800868536156,5.80053091240076,0.295053184767418,0.605660104601846,"No"
"AME1",0.247322156876616,5.30431971789061,0.2953007035863,0.605928028476009,"No"
"SNA3",-0.216439373931594,8.96858387093832,0.296143457924294,0.60741662122373,"No"
"HTB1",0.21465168513705,10.1636007273502,0.296465039361454,0.607835486481778,"No"
"CGI121",0.248520153092384,5.42306653338198,0.296762888145417,0.608205380967595,"No"
"DIM1",0.244255753104722,5.62764130348005,0.296921410082561,0.608274925543528,"No"
"RTS2",-0.279997356556719,4.28529876565011,0.297031721702951,0.608274925543528,"No"
"HIR3",0.252650617616058,5.08777626348149,0.297287919652708,0.608558946988686,"No"
"ECM29",0.244236258966559,5.45523898815137,0.297690699484791,0.609142683773897,"No"
"SCD6",-0.227354326750317,6.56340259191569,0.297998219195882,0.609531112644342,"No"
"AAD15",-0.452788464887711,2.34264854130613,0.298547702473462,0.61025598890482,"No"
"MED6",-0.265812790514099,4.74746357276056,0.298588274934314,0.61025598890482,"No"
"CAJ1",-0.225914444273389,6.82840438229864,0.298713140179716,0.610270356209369,"No"
"DCD1",-0.276962244874921,4.40930300876018,0.298873837197453,0.610357887557417,"No"
"ATG21",0.232101344127524,6.18349895278895,0.299155115783295,0.610420242638211,"No"
"SSP2",0.432887524963118,2.1424417528108,0.299181144507305,0.610420242638211,"No"
"SPT3",-0.238532044296771,5.61149573719344,0.29935412168786,0.610420242638211,"No"
"PCL6",0.231594133287648,6.16779040163015,0.299375828596458,0.610420242638211,"No"
"VPS5",-0.234047997171505,5.97480621703453,0.299548482661004,0.610531913302377,"No"
"ASE1",-0.240682723399053,5.68608389028446,0.300573229423533,0.612144755381937,"No"
"ARO8",-0.214465485291991,8.96790708436715,0.300576194812949,0.612144755381937,"No"
"MCO12",-0.241785898567042,5.40917965388558,0.300752656354829,0.612263367634299,"No"
"CHD1",-0.232159032023147,6.05164132218337,0.301050036218016,0.612400485318393,"No"
"RIT1",-0.256194550610717,5.03191187623192,0.301056504271216,0.612400485318393,"No"
"IVY1",-0.232950261396475,6.03447120287786,0.301309419081712,0.612674315439413,"No"
"ATG40",0.22253168128772,6.95492587336246,0.301743183498529,0.613177684657954,"No"
"SUR7",0.214513696757671,8.69230066596264,0.301810804909351,0.613177684657954,"No"
"LTE1",-0.275803096284464,4.30307186742565,0.301912163714575,0.613177684657954,"No"
"CUZ1",0.224649512567154,6.68397004601024,0.302042544597128,0.613202014295776,"No"
"MER1",-0.28040466385693,4.24454525329459,0.302288337265992,0.613460540243171,"No"
"FRE7",-0.24532412052582,5.33128749908462,0.303129562479931,0.614775675275453,"No"
"IQG1",-0.222163191161009,6.86325253264024,0.303255262773506,0.614775675275453,"No"
"VPS16",-0.237695502886595,5.65015387928205,0.303318395141297,0.614775675275453,"No"
"PPZ2",0.225607402817534,6.42209137457144,0.303411204094238,0.614775675275453,"No"
"RPL5",0.211289004732436,10.3292349576438,0.303783690807598,0.615289688968538,"No"
"BTT1",0.304992524612883,3.83577282833341,0.304174353690134,0.615528107295243,"No"
"STN1",-0.232434227656809,6.06340315810718,0.304310098614384,0.615528107295243,"No"
"PTR3",-0.236983226768622,5.6536223507382,0.304376806870654,0.615528107295243,"No"
"NAT5",0.234056825188144,5.65208113738547,0.304376806870654,0.615528107295243,"No"
"VNX1",0.224636962506293,6.66945968502887,0.304608119435386,0.615637646571483,"No"
"YSA1",0.216950372023947,7.6360918078195,0.304668717544451,0.615637646571483,"No"
