"","logFC","logCPM","PValue","FDR","significant"
"IZH1",0.43077751896741,8.41294580757769,0.0388255296087209,0.193529757308533,"No"
"ZRG8",-0.513287391898235,4.82772138397371,0.0389222960283382,0.193825549164196,"No"
"ARA2",0.453093443037202,6.47305907249939,0.0391504646927638,0.194774502059389,"No"
"BIO3",-0.428830779112328,8.59861436799833,0.0392920003291012,0.195291045781588,"No"
"PYC2",-0.431354670208694,8.13184188892185,0.0393554611987534,0.195418919988824,"No"
"MIA40",-0.440547103886022,7.12508846164345,0.039545510872103,0.196174521845423,"No"
"LSB1",-0.438890753215593,7.24227927397256,0.039623924233346,0.196375410147846,"No"
"HHF1",0.424124360071317,9.66800496148057,0.0397643688564188,0.196883046182976,"No"
"ARP5",-0.451724605847347,6.44461243002978,0.0398486341142495,0.196912794967346,"No"
"CLD1",-0.449049758894963,6.58345518064444,0.0398729833707575,0.196912794967346,"No"
"TOS3",-0.531895822442928,4.48744382105964,0.0398844413826503,0.196912794967346,"No"
"ALA1",-0.428297974749005,8.40265571120767,0.0400038969622135,0.197142785267503,"No"
"RSO55",-0.520425408055329,4.72952481439684,0.0400071572342432,0.197142785267503,"No"
"HUR1",0.844248021697899,2.18245011772962,0.0400644157916232,0.197237271278343,"No"
"DMO1",-0.440866818226014,6.99822397501087,0.0402014341050265,0.197723862516555,"No"
"ADR1",-0.428652085414652,8.2399204521268,0.0402801992904885,0.19792329423666,"No"
"SHE9",-0.464636485974262,5.87417101304519,0.0406552867496897,0.199576995333311,"No"
"RBA50",-0.473313322427144,5.5159401204531,0.0408548146636072,0.200366557900399,"No"
"SGF73",-0.459805510201195,6.0219908834295,0.0408968028848228,0.200382726717594,"No"
"ATG36",0.445441115176666,6.55712291544071,0.0415300701439842,0.203293226158501,"No"
"PUL4",-0.570655361686484,3.97642685412102,0.0416369775977029,0.203524133571638,"No"
"PFK26",0.431322670881187,7.52245920023658,0.0416558373404009,0.203524133571638,"No"
"DDL1",-0.492626640891908,5.09783845501332,0.0416969289187897,0.203532888662028,"No"
"EAP1",-0.46362900318841,5.85177473283269,0.0417828440052669,0.203625305024641,"No"
"TOM1",0.451799262633224,6.22675687753379,0.0417944968606281,0.203625305024641,"No"
"PFD1",0.471932469306054,5.56063706927556,0.041879704244269,0.203848673196494,"No"
"RTN1",0.418570061783457,10.0244925452933,0.0420699143815065,0.204582240921899,"No"
"BFR1",-0.429898463374224,7.57475461752666,0.0421242759328286,0.204654432510431,"No"
"SMC4",-0.458845163962652,5.90645864006867,0.0422220853525335,0.204937375858267,"No"
"YGK1",0.466523001558299,5.56614455141898,0.042358745347975,0.205408185540414,"No"
"RPS9A",-0.424167751458461,8.20030928803484,0.0425306714417166,0.206048968565622,"No"
"NNT1",0.465648444643978,5.6204766227956,0.0428721488897677,0.207509214112249,"No"
"QDR2",-0.431132876067299,7.29478359852859,0.0429484377771552,0.207684369045646,"No"
"RPP1B",0.416139660344235,9.93181602695665,0.043358707381829,0.209472710382922,"No"
"DIG2",-0.485157190266756,5.13051654433075,0.0436420630281875,0.210606581081709,"No"
"SBE22",-0.449832700021945,6.19341465484897,0.0436974198315956,0.210606581081709,"No"
"RIB7",-0.476477711225792,5.28124726120996,0.0437340953138952,0.210606581081709,"No"
"HSV2",0.470828649307433,5.40007800393808,0.0437799799789282,0.210606581081709,"No"
"PCD1",0.470836932066197,5.47080166344422,0.0437967344709404,0.210606581081709,"No"
"ABP140",-0.431340756772672,7.12579102652389,0.0438486723369252,0.210660736579718,"No"
"SNZ2",-0.489858649424116,4.9925730694573,0.0442105591146292,0.212202489021932,"No"
"OLI1",-2.19841575679208,-0.0494484063015365,0.0443061456821534,0.212208809855791,"No"
"TOM70",-0.428462147633764,7.28257365180577,0.0443226174284093,0.212208809855791,"No"
"NAT4",-1.03113792421438,1.62218993607024,0.0443348005916134,0.212208809855791,"No"
"DAS1",-0.437688186818579,6.60514415595391,0.0445475434038648,0.213030219103062,"No"
"NMA2",-0.43930869544588,6.54681247052997,0.044611252192759,0.213138076666327,"No"
"UBX2",-0.434365852696247,6.83881414042525,0.0447387129212941,0.213463489491014,"No"
"GPX1",0.425379044538299,7.4735538759921,0.0447901046429468,0.213463489491014,"No"
"TFC1",-0.464306693185518,5.5608960449097,0.0448030146894637,0.213463489491014,"No"
"NCA2",0.438361449558252,6.55520490960264,0.0448664245872368,0.213569129537959,"No"
"BOP3",-0.475648579632972,5.25872379995249,0.0449218039437722,0.213636384412118,"No"
"REX2",0.435499929017259,6.63477139533738,0.0452701542278843,0.215095530959828,"No"
"SSP1",-0.738639610483153,2.70408491298345,0.045602264367501,0.216323804663489,"No"
"SRV2",-0.424769204938952,7.38134101316347,0.0456227506685055,0.216323804663489,"No"
"SLP1",-0.460115270134854,5.69114596251611,0.0456569667322193,0.216323804663489,"No"
"NHP6A",0.445163213942531,6.19840338825657,0.0456957409349018,0.216323804663489,"No"
"NBA1",-0.443455413764667,6.29771028289935,0.0458513425440537,0.216862194553109,"No"
"RPS10B",0.414541940584262,8.74843748956543,0.0459384929194404,0.217076144917684,"No"
"ATP16",-0.411328352548309,9.51775954958134,0.0463123765438855,0.218628777688554,"No"
"AIP5",-0.427067905557206,6.99357472739374,0.0463514960227906,0.218628777688554,"No"
"RPS26B",0.414507891737276,8.53639166439684,0.0464611778978025,0.21894671549838,"No"
"AFG3",-0.425311089896127,7.18380319185713,0.0465066181336674,0.218961613922058,"No"
"YOS1",0.432143769979687,6.68064203360719,0.0466902390745674,0.219604518768736,"No"
"FUS3",-0.452633429410897,5.85636882130381,0.0467279744512738,0.219604518768736,"No"
"KDX1",0.440995085814656,6.23133178828269,0.0469829026382203,0.220443187819453,"No"
"TOM40",0.413659601505339,8.4972379201627,0.0470122498909641,0.220443187819453,"No"
"PDE1",-0.42307488685785,7.27814651311472,0.0470854489814035,0.220443187819453,"No"
"RDH54",-0.455151838053784,5.67595998781391,0.0471140481778192,0.220443187819453,"No"
"GPB1",-0.48479298976417,4.9761299660546,0.0471192525422155,0.220443187819453,"No"
"MRT4",0.438417404184261,6.26694721665573,0.0472278738790036,0.220652213621369,"No"
"BEM1",-0.444316024963865,6.13156492118031,0.0472491417080706,0.220652213621369,"No"
"COY1",-0.44232345956264,6.1153698025021,0.0472965682547673,0.220674709001297,"No"
"CIR1",-0.427941846548167,6.93224035753929,0.0475822642712183,0.221807872781854,"No"
"PRX1",-0.408753197304252,9.52783100352182,0.0476793102580253,0.222060384735893,"No"
"FMC1",-0.487904016042374,4.92265335340506,0.0479529784663118,0.222966673013792,"No"
"PRS5",0.417409738932542,7.66873924448225,0.0479677142775204,0.222966673013792,"No"
"AIM21",-0.437614496190702,6.32078104666797,0.0480555295340978,0.222966673013792,"No"
"KRE5",-0.450739135967874,5.84432860164345,0.0480729593846605,0.222966673013792,"No"
"WWM1",-0.433379149244717,6.49092773881311,0.0480891627257011,0.222966673013792,"No"
"MRPL16",-0.430628620130488,6.59893838841636,0.0482656281876953,0.223584694440137,"No"
"PBP4",-0.431261075325273,6.58632096582145,0.048312522046901,0.223591952305302,"No"
"OCA2",0.442514086399556,6.01853428189587,0.0483535405641896,0.223591952305302,"No"
"PKP2",-0.430637402902694,6.58813468585556,0.048582599725755,0.224396236393125,"No"
"KCC4",-0.465511704358361,5.28578944479406,0.0486141296066975,0.224396236393125,"No"
"SIS1",-0.408971816079608,8.84481547523942,0.0487306921404442,0.224733975596937,"No"
"HXT13",0.968516114388578,1.76077201135584,0.0490435463864453,0.225962055105091,"No"
"TFG1",-0.425869428652299,6.77997626627105,0.0490914446560121,0.225962055105091,"No"
"PNC1",0.405707041740706,9.69898603043437,0.0491278768195273,0.225962055105091,"No"
"HAL9",0.459383238695357,5.48250004196343,0.0492241731860713,0.226006155458977,"No"
"MRPL4",-0.444961216516028,5.89492561845069,0.0492247428765641,0.226006155458977,"No"
"SAP155",-0.417720565748774,7.32774725569294,0.0496437702172634,0.227408372141461,"No"
"RFA3",0.427321932649059,6.65219449410319,0.0496732567283629,0.227408372141461,"No"
"VBA4",0.431065205529402,6.46497838828367,0.0496872907636418,0.227408372141461,"No"
"PHM7",0.407165877744987,8.85020058346084,0.0497057882340479,0.227408372141461,"No"
"MTG1",-0.44309313959242,5.98279653938777,0.0501422395467657,0.229202699569903,"No"
"BRP1",0.722901006691317,2.66809329958912,0.0503949448237037,0.23015469068956,"No"
"MRX7",-0.573396615792524,3.71693990773484,0.0504689364711863,0.230289534787907,"No"
"SIZ1",-0.451343476836981,5.5756508820519,0.0505511665144175,0.230402514808593,"No"
"RPL43B",0.403991035019671,9.2799814135725,0.0506864428561793,0.230402514808593,"No"
"SCW4",-0.406656622323086,8.55162816302202,0.0507323737317535,0.230402514808593,"No"
"RPL41A",0.402867522086529,9.69305679600388,0.0507384355485751,0.230402514808593,"No"
"YAH1",-0.434319014002857,6.18161117798761,0.0507495443061002,0.230402514808593,"No"
"CIN2",0.470779432119882,5.0396580715419,0.0507651503253125,0.230402514808593,"No"
"VTI1",0.432236588200689,6.30720540918249,0.0508051113943643,0.230402514808593,"No"
"SOL4",0.41669160058679,7.21265527683495,0.0508840532211552,0.230558627849836,"No"
"TDA8",0.82522022801758,2.06198190827327,0.0509643911202219,0.230720788122054,"No"
"RPS13",0.401242113512055,10.3275085103634,0.0510346825569983,0.230753328549981,"No"
"HST3",-0.43988567416816,5.9676197655959,0.0510642809229638,0.230753328549981,"No"
"CCA1",-0.431337806566767,6.25291211983246,0.0511052457707719,0.230753328549981,"No"
"RCF3",0.420986049293707,6.84928432599719,0.0511836962023493,0.230906239226452,"No"
"SNO2",-0.597159465953827,3.43274436132722,0.0513511964935184,0.231460266875485,"No"
"RSM24",-0.441287993565081,5.97177064802007,0.0514823000569937,0.231849419126235,"No"
"RXT3",0.434377578725778,6.09848813567595,0.0515997521678583,0.232081015373556,"No"
"ORT1",-0.453143138035368,5.58109602454661,0.0516233500116503,0.232081015373556,"No"
"BUD14",-0.428345578394532,6.42874717598256,0.0517790258728735,0.232433316105769,"No"
"RGL1",-0.42272384459144,6.62213874792694,0.0517914745676883,0.232433316105769,"No"
"TFA1",-0.423230857987567,6.59900042956653,0.0522310374871462,0.234203067658814,"No"
"DBR1",0.435313845026422,6.04520451798854,0.0523220085902487,0.234226538979899,"No"
"HST1",-0.418866285546978,6.82444277511325,0.0523425398418931,0.234226538979899,"No"
"GRX6",-0.425457551847034,6.38782465334786,0.0523719505963937,0.234226538979899,"No"
"SLI1",0.503071081892402,4.47822526234035,0.0526349483231231,0.235199652601773,"No"
"RLM1",-0.427812059694658,6.25635698375227,0.0529089486768265,0.236220211376969,"No"
"SEN54",-0.46361966528505,5.20089546309531,0.0530207139008108,0.23635760154471,"No"
"HSP150",0.39635916681509,12.2600622100924,0.0530324635198399,0.23635760154471,"No"
"LSC2",-0.400384920020891,9.11974716176277,0.0530766346005982,0.23635760154471,"No"
"SDS22",0.426391222746754,6.34637037762682,0.0533379970966548,0.237317428662865,"No"
"UTP8",0.441959978028634,5.72979888284222,0.053425514366931,0.237359814365223,"No"
"AIM22",-0.458437761268863,5.36602619305185,0.0534400394801158,0.237359814365223,"No"
"FAP7",0.459924032501859,5.23566224067555,0.0535247055213595,0.237359814365223,"No"
"RSC1",-0.455830244027693,5.34908122650296,0.0535308482677313,0.237359814365223,"No"
"MRX6",-0.467115172715706,5.09547367608495,0.0535898658031083,0.237418233528056,"No"
"MPD1",0.42668342208985,6.29384818588194,0.0537351313117427,0.237759299673286,"No"
"CDC5",-0.43193168598086,6.13042375215178,0.053806784131893,0.237759299673286,"No"
"LSM6",0.420010309299556,6.65993532361285,0.0538157980680945,0.237759299673286,"No"
"HDA2",-0.454919982252208,5.39939233621403,0.053881301737965,0.237759299673286,"No"
"RPC37",-0.464846285566265,5.04371320983693,0.0538963927044677,0.237759299673286,"No"
"PUF4",-0.420544047426729,6.56269146795446,0.0539907305615283,0.237972760492047,"No"
"UBC1",0.407983430566658,7.45458205041963,0.054383211410708,0.23949885365311,"No"
"MDM12",0.448809211060514,5.38743679779358,0.0546032914586559,0.240102934485999,"No"
"RPL22A",0.397959737755503,9.07002948647288,0.0546131023024728,0.240102934485999,"No"
"PRS1",0.404520435605906,7.74437372859283,0.0549055882402748,0.241040426676341,"No"
"SUT1",0.616827573125733,3.27605282644772,0.0549194252709175,0.241040426676341,"No"
"THG1",0.419859534887637,6.58267819446339,0.0550550458649567,0.241358577909886,"No"
"NDL1",0.4408460671939,5.57698352108604,0.0550851205038589,0.241358577909886,"No"
"VTC2",-0.417730487638603,6.60441826130514,0.0551778394689332,0.241383424223532,"No"
"MIL1",-0.443245924023949,5.56656756653877,0.0551840073915161,0.241383424223532,"No"
"SCT1",-0.420616882079428,6.5225861937191,0.0552754064512136,0.241579181443743,"No"
"CTF13",-0.466001154432233,5.06982567361634,0.0553310574423354,0.241618504632255,"No"
"GSR1",-0.399013398293737,8.45688093030046,0.055504925580953,0.24217355483046,"No"
"MSM1",-0.448856880612254,5.31895589972789,0.0557971758369406,0.243166085230504,"No"
"ARI1",0.476618997806286,4.70955662514619,0.0558263130602566,0.243166085230504,"No"
"RIB4",0.40797597530892,7.20903754210066,0.0559477627990661,0.243490305492742,"No"
"FRM2",-0.939068281902946,1.7311608906519,0.0560700306587153,0.243817538859351,"No"
"ARC19",0.401854855607651,7.8248283306493,0.0561373798691879,0.24390561270346,"No"
"MSL1",0.52699530179666,4.12443557936785,0.0562828822081752,0.244332813877736,"No"
"ERG10",0.394576276985626,9.20957774352765,0.0564276392317988,0.244756066651161,"No"
"HIS5",-0.398154299343993,8.28660817955659,0.0565854018228591,0.244768315503922,"No"
"RPN9",0.406142893649004,7.2737289857582,0.0566156478682767,0.244768315503922,"No"
"NBL1",0.531476720369372,4.01513526824637,0.0566398668963406,0.244768315503922,"No"
"ATP5",-0.392593871168005,9.88114950266562,0.0566847208430972,0.244768315503922,"No"
"BIO2",-0.395142584703294,8.91705597385998,0.0566848950618209,0.244768315503922,"No"
"EMG1",0.420782848933944,6.25425804297404,0.0567275402290566,0.244768315503922,"No"
"RPL29",0.395917941760973,8.68105861494375,0.0567612950222456,0.244768315503922,"No"
"ALD5",-0.40396809483738,7.4567114108412,0.0568281995472636,0.244852949630015,"No"
"CAT2",-0.39623185805223,8.5290682101082,0.0570079929240032,0.245317113325656,"No"
"RSM27",-0.42555672646949,6.14160194722123,0.0570306631481154,0.245317113325656,"No"
"AVT1",0.402695823591726,7.52457960146522,0.0571722405723534,0.245642852347762,"No"
"VPS68",0.397182730168901,8.27660773846572,0.0572012511935511,0.245642852347762,"No"
"THI5",0.490573476847956,4.54335122678268,0.0579480211794611,0.248643580520654,"No"
"RET3",0.403386643289284,7.27087696501661,0.0583327840063238,0.250087324808569,"No"
"RGA1",-0.419716802165014,6.27338363203051,0.058497065571363,0.250409910441445,"No"
"HMF1",0.395649322727858,8.18133077735903,0.0585132468140744,0.250409910441445,"No"
"URA5",0.396653202204931,8.01117048044418,0.0585530800433654,0.250409910441445,"No"
"RMR1",0.428128386228506,5.90042127565748,0.0586091549806934,0.250442915548689,"No"
"RPS14B",0.394320290303957,8.29339790459801,0.0589550674354125,0.251713350575434,"No"
"HOM6",0.389311100376395,9.67934642333671,0.0590298100316825,0.251824865036313,"No"
"FDH1",1.17222779805127,1.23856161313147,0.0591424951978132,0.252097928090102,"No"
"ATG22",0.412305862803291,6.55312474702422,0.0592180440322219,0.252212376679998,"No"
"ATP2",-0.386330315812468,11.7915760764851,0.0594463689686632,0.252821641247591,"No"
"SLA1",-0.398836908531735,7.55482398765512,0.0594587292990088,0.252821641247591,"No"
"SRS2",-0.428814866519479,5.81700060439489,0.0595515386239867,0.253008546787225,"No"
"ORC4",-0.443826626369829,5.29483146836041,0.0596402847045464,0.253162219806506,"No"
"PAP2",-0.44758024046446,5.35976671349507,0.0596854741038316,0.253162219806506,"No"
"ERG5",0.387803536523036,9.84037491676875,0.0598046358238202,0.253446747489101,"No"
"MLP1",-0.415704870079471,6.25759251568301,0.0599084756882422,0.253446747489101,"No"
"ISM1",-0.451449313687363,5.19387250575384,0.0599245701840056,0.253446747489101,"No"
"KAR3",-0.455125492159936,5.02520956298388,0.0599638726836339,0.253446747489101,"No"
"LYS5",0.421833999692813,6.03446477960069,0.0599972412476612,0.253446747489101,"No"
"RPS27A",0.392815359177291,8.24377775444418,0.0601055624208237,0.253697398351627,"No"
"QCR7",-0.387363112777483,9.78728055740052,0.0601702286056464,0.253758627789472,"No"
"GGC1",-0.392543764699049,8.26816124692932,0.0602180640187799,0.253758627789472,"No"
"GPI18",0.420824952621706,6.02777192218401,0.060555846613401,0.254974576919353,"No"
"PRE1",0.397612938534966,7.4723221428755,0.0606959584279585,0.255272241048838,"No"
"CTL1",0.425792638633638,5.76547422652193,0.0607251208673815,0.255272241048838,"No"
"ARC40",0.391306978227072,8.2796515220602,0.0609633068509718,0.256065666002582,"No"
"FLO5",0.441001130112873,5.30352133240999,0.0610535701667276,0.256236985326971,"No"
"ERG2",0.388683516359675,8.78433474256807,0.0611522296267534,0.256443236629114,"No"
"RTG2",-0.399976307404132,7.14768960154393,0.0614458979715903,0.257466266662513,"No"
"MCM10",-0.634704296667912,3.07842419904342,0.0615422773233427,0.257661644508967,"No"
"CLB6",-0.568818087306879,3.45682135464964,0.0617098804638827,0.258154661488246,"No"
"NUP100",-0.415680017713624,6.17094075488645,0.0618909350604825,0.258703109506246,"No"
"BUR6",-0.400055522656718,7.06697391950069,0.0620320971369825,0.259037766862753,"No"
"CAB1",0.407484447970667,6.5418682524866,0.0621046517607672,0.259037766862753,"No"
"VMA13",0.389632703656167,8.26720515580091,0.0621210477782466,0.259037766862753,"No"
"YEA4",0.422156617324454,5.90037415370195,0.062235579004177,0.259306567709278,"No"
"TRX2",0.387108633255512,8.75082354288734,0.0622947474816975,0.259344451131601,"No"
